"","FIPS","Date","MMWR_week","Recip_County","Recip_State","Completeness_pct","Administered_Dose1_Recip","Administered_Dose1_Pop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Booster_Doses","Booster_Doses_Vax_Pct","Census2019","date_updated","county","state","total_population","health_service_area_number","health_service_area","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_cases_per_100k","covid.19_community_level"
"109",4023,2022-03-31,13,"Santa Cruz County","AZ",97.7,71020,95,52307,95,19244,36.8,46498,2022-03-24,"Santa Cruz County, AZ","Arizona",46498,700,"Pima (Tucson), AZ - Cochise, AZ","2.3%",4.8,19.36,"Low"
"110",4025,2022-03-31,13,"Yavapai County","AZ",97.7,133038,56.6,109019,46.4,46337,42.5,235099,2022-03-24,"Yavapai County, AZ","Arizona",235099,699,"Maricopa (Phoenix), AZ - Pinal, AZ","2.4%",6.3,24.25,"Low"
"111",4027,2022-03-31,13,"Yuma County","AZ",97.7,187168,87.5,149075,69.7,55838,37.5,213787,2022-03-24,"Yuma County, AZ","Arizona",213787,787,"Yuma, AZ - La Paz, AZ","4.1%",8.1,59.87,"Low"
"112",5001,2022-03-31,13,"Arkansas County","AR",90.5,11323,64.8,9715,55.6,4040,41.6,17486,2022-03-24,"Arkansas County, AR","Arkansas",17486,527,"Arkansas, AR - Monroe, AR","3.4%",8.3,34.31,"Low"
"113",5003,2022-03-31,13,"Ashley County","AR",90.5,11458,58.3,9792,49.8,3784,38.6,19657,2022-03-24,"Ashley County, AR","Arkansas",19657,480,"Ashley, AR - Chicot, AR","0.0%",0,25.44,"Low"
"114",5005,2022-03-31,13,"Baxter County","AR",90.5,22918,54.7,19576,46.7,8276,42.3,41932,2022-03-24,"Baxter County, AR","Arkansas",41932,407,"Baxter, AR - Marion, AR","0.6%",1.7,35.77,"Low"
"115",5007,2022-03-31,13,"Benton County","AR",90.5,180340,64.6,147937,53,58857,39.8,279141,2022-03-24,"Benton County, AR","Arkansas",279141,446,"Washington (Fayetteville), AR - Benton, AR","2.5%",3.3,41.91,"Low"
"116",5009,2022-03-31,13,"Boone County","AR",90.5,16495,44.1,13938,37.2,5672,40.7,37432,2022-03-24,"Boone County, AR","Arkansas",37432,494,"Boone, AR - Carroll, AR","0.1%",2.5,53.43,"Low"
"117",5011,2022-03-31,13,"Bradley County","AR",90.5,7209,67,6101,56.7,2305,37.8,10763,2022-03-24,"Bradley County, AR","Arkansas",10763,473,"Jefferson (Pine Bluff), AR - Drew, AR","0.7%",1.6,9.29,"Low"
"118",5013,2022-03-31,13,"Calhoun County","AR",90.5,2240,43.2,1920,37,744,38.8,5189,2022-03-24,"Calhoun County, AR","Arkansas",5189,486,"Union, AR - Columbia, AR","0.0%",0,0,"Low"
"119",5015,2022-03-31,13,"Carroll County","AR",90.5,16188,57,13464,47.4,5265,39.1,28380,2022-03-24,"Carroll County, AR","Arkansas",28380,494,"Boone, AR - Carroll, AR","0.1%",2.5,21.14,"Low"
"120",5017,2022-03-31,13,"Chicot County","AR",90.5,6636,65.6,5495,54.3,2018,36.7,10118,2022-03-24,"Chicot County, AR","Arkansas",10118,480,"Ashley, AR - Chicot, AR","0.0%",0,59.3,"Low"
"121",5019,2022-03-31,13,"Clark County","AR",90.5,12620,56.5,10850,48.6,4612,42.5,22320,2022-03-24,"Clark County, AR","Arkansas",22320,448,"Garland, AR - Hot Spring, AR","2.5%",1.1,40.32,"Low"
"122",5021,2022-03-31,13,"Clay County","AR",90.5,7506,51.6,6623,45.5,2921,44.1,14551,2022-03-24,"Clay County, AR","Arkansas",14551,571,"Craighead, AR - Greene, AR","1.5%",2.3,54.98,"Low"
"123",5023,2022-03-31,13,"Cleburne County","AR",90.5,12838,51.5,11023,44.2,4733,42.9,24919,2022-03-24,"Cleburne County, AR","Arkansas",24919,457,"White, AR - Cleburne, AR","3.4%",3.9,36.12,"Low"
"124",5025,2022-03-31,13,"Cleveland County","AR",90.5,4812,60.5,4195,52.7,1681,40.1,7956,2022-03-24,"Cleveland County, AR","Arkansas",7956,473,"Jefferson (Pine Bluff), AR - Drew, AR","0.7%",1.6,12.57,"Low"
"125",5027,2022-03-31,13,"Columbia County","AR",90.5,13666,58.3,11364,48.4,3714,32.7,23457,2022-03-24,"Columbia County, AR","Arkansas",23457,486,"Union, AR - Columbia, AR","0.0%",0,25.58,"Low"
"126",5029,2022-03-31,13,"Conway County","AR",90.5,12815,61.5,11173,53.6,4977,44.5,20846,2022-03-24,"Conway County, AR","Arkansas",20846,432,"Pulaski (Little Rock), AR - Faulkner, AR","2.9%",6.5,19.19,"Low"
"127",5031,2022-03-31,13,"Craighead County","AR",90.5,59074,53.5,49813,45.1,19277,38.7,110332,2022-03-24,"Craighead County, AR","Arkansas",110332,571,"Craighead, AR - Greene, AR","1.5%",2.3,78.85,"Low"
"128",5033,2022-03-31,13,"Crawford County","AR",90.5,33794,53.4,28793,45.5,11056,38.4,63257,2022-03-24,"Crawford County, AR","Arkansas",63257,421,"Sebastian (Fort Smith), AR - Crawford, AR","3.0%",3.5,36.36,"Low"
"129",5035,2022-03-31,13,"Crittenden County","AR",90.5,26113,54.5,21436,44.7,6790,31.7,47955,2022-03-24,"Crittenden County, AR","Arkansas",47955,499,"Crittenden (West Memphis), AR - St. Francis, AR","0.0%",0,154.31,"Low"
"130",5037,2022-03-31,13,"Cross County","AR",90.5,9657,58.8,8338,50.8,3027,36.3,16419,2022-03-24,"Cross County, AR","Arkansas",16419,499,"Crittenden (West Memphis), AR - St. Francis, AR","0.0%",0,73.09,"Low"
"131",5039,2022-03-31,13,"Dallas County","AR",90.5,4514,64.4,3951,56.4,1646,41.7,7009,2022-03-24,"Dallas County, AR","Arkansas",7009,496,"Ouachita, AR - Dallas, AR","0.0%",0,28.53,"Low"
"132",5041,2022-03-31,13,"Desha County","AR",90.5,8145,71.7,6791,59.8,2593,38.2,11361,2022-03-24,"Desha County, AR","Arkansas",11361,473,"Jefferson (Pine Bluff), AR - Drew, AR","0.7%",1.6,52.81,"Low"
"133",5043,2022-03-31,13,"Drew County","AR",90.5,10223,56.1,8718,47.9,3481,39.9,18219,2022-03-24,"Drew County, AR","Arkansas",18219,473,"Jefferson (Pine Bluff), AR - Drew, AR","0.7%",1.6,16.47,"Low"
"134",5045,2022-03-31,13,"Faulkner County","AR",90.5,74759,59.3,64356,51.1,25391,39.5,126007,2022-03-24,"Faulkner County, AR","Arkansas",126007,432,"Pulaski (Little Rock), AR - Faulkner, AR","2.9%",6.5,42.85,"Low"
"135",5047,2022-03-31,13,"Franklin County","AR",90.5,9592,54.1,8568,48.4,3217,37.5,17715,2022-03-24,"Franklin County, AR","Arkansas",17715,421,"Sebastian (Fort Smith), AR - Crawford, AR","3.0%",3.5,39.51,"Low"
"136",5049,2022-03-31,13,"Fulton County","AR",90.5,4724,37.9,4038,32.4,1757,43.5,12477,2022-03-24,"Fulton County, AR","Arkansas",12477,574,"Howell, MO - Independence, AR","2.3%",0.7,104.19,"Low"
"137",5051,2022-03-31,13,"Garland County","AR",90.5,53377,53.7,44916,45.2,17664,39.3,99386,2022-03-24,"Garland County, AR","Arkansas",99386,448,"Garland, AR - Hot Spring, AR","2.5%",1.1,41.25,"Low"
"138",5053,2022-03-31,13,"Grant County","AR",90.5,9697,53.1,8335,45.6,3100,37.2,18265,2022-03-24,"Grant County, AR","Arkansas",18265,432,"Pulaski (Little Rock), AR - Faulkner, AR","2.9%",6.5,32.85,"Low"
"139",5055,2022-03-31,13,"Greene County","AR",90.5,22357,49.3,19443,42.9,7761,39.9,45325,2022-03-24,"Greene County, AR","Arkansas",45325,571,"Craighead, AR - Greene, AR","1.5%",2.3,101.49,"Low"
"140",5057,2022-03-31,13,"Hempstead County","AR",90.5,10679,49.6,8606,40,2359,27.4,21532,2022-03-24,"Hempstead County, AR","Arkansas",21532,404,"Bowie (Texarkana), TX - Miller, AR","0.6%",0.8,27.87,"Low"
"141",5059,2022-03-31,13,"Hot Spring County","AR",90.5,16391,48.5,14316,42.4,6035,42.2,33771,2022-03-24,"Hot Spring County, AR","Arkansas",33771,448,"Garland, AR - Hot Spring, AR","2.5%",1.1,59.22,"Low"
"142",5061,2022-03-31,13,"Howard County","AR",90.5,8423,63.8,7149,54.2,2470,34.6,13202,2022-03-24,"Howard County, AR","Arkansas",13202,404,"Bowie (Texarkana), TX - Miller, AR","0.6%",0.8,45.45,"Low"
"143",5063,2022-03-31,13,"Independence County","AR",90.5,18140,48,15536,41.1,6803,43.8,37825,2022-03-24,"Independence County, AR","Arkansas",37825,574,"Howell, MO - Independence, AR","2.3%",0.7,97.82,"Low"
"144",5065,2022-03-31,13,"Izard County","AR",90.5,6019,44.2,5142,37.7,2236,43.5,13629,2022-03-24,"Izard County, AR","Arkansas",13629,574,"Howell, MO - Independence, AR","2.3%",0.7,44.02,"Low"
"145",5067,2022-03-31,13,"Jackson County","AR",90.5,7599,45.5,6489,38.8,2912,44.9,16719,2022-03-24,"Jackson County, AR","Arkansas",16719,457,"White, AR - Cleburne, AR","3.4%",3.9,89.72,"Low"
"146",5069,2022-03-31,13,"Jefferson County","AR",90.5,37397,56,29613,44.3,9767,33,66824,2022-03-24,"Jefferson County, AR","Arkansas",66824,473,"Jefferson (Pine Bluff), AR - Drew, AR","0.7%",1.6,19.45,"Low"
"147",5071,2022-03-31,13,"Johnson County","AR",90.5,15377,57.9,12988,48.9,4730,36.4,26578,2022-03-24,"Johnson County, AR","Arkansas",26578,522,"Johnson, AR","0.7%",0,112.88,"Low"
"148",5073,2022-03-31,13,"Lafayette County","AR",90.5,3265,49.3,2752,41.5,1023,37.2,6624,2022-03-24,"Lafayette County, AR","Arkansas",6624,404,"Bowie (Texarkana), TX - Miller, AR","0.6%",0.8,30.19,"Low"
"149",5075,2022-03-31,13,"Lawrence County","AR",90.5,8992,54.8,7651,46.6,3015,39.4,16406,2022-03-24,"Lawrence County, AR","Arkansas",16406,571,"Craighead, AR - Greene, AR","1.5%",2.3,91.43,"Low"
"150",5077,2022-03-31,13,"Lee County","AR",90.5,3791,42.8,2979,33.6,1234,41.4,8857,2022-03-24,"Lee County, AR","Arkansas",8857,499,"Crittenden (West Memphis), AR - St. Francis, AR","0.0%",0,22.58,"Low"
"151",5079,2022-03-31,13,"Lincoln County","AR",90.5,5474,42,4579,35.2,1719,37.5,13024,2022-03-24,"Lincoln County, AR","Arkansas",13024,473,"Jefferson (Pine Bluff), AR - Drew, AR","0.7%",1.6,23.03,"Low"
"152",5081,2022-03-31,13,"Little River County","AR",90.5,6022,49.1,4836,39.4,1583,32.7,12259,2022-03-24,"Little River County, AR","Arkansas",12259,404,"Bowie (Texarkana), TX - Miller, AR","0.6%",0.8,57.1,"Low"
"153",5083,2022-03-31,13,"Logan County","AR",90.5,11506,53.6,10036,46.8,3810,38,21466,2022-03-24,"Logan County, AR","Arkansas",21466,421,"Sebastian (Fort Smith), AR - Crawford, AR","3.0%",3.5,37.27,"Low"
"154",5085,2022-03-31,13,"Lonoke County","AR",90.5,40624,55.4,34743,47.4,12450,35.8,73309,2022-03-24,"Lonoke County, AR","Arkansas",73309,432,"Pulaski (Little Rock), AR - Faulkner, AR","2.9%",6.5,39.56,"Low"
"155",5087,2022-03-31,13,"Madison County","AR",90.5,8299,50.1,7113,42.9,2820,39.6,16576,2022-03-24,"Madison County, AR","Arkansas",16576,446,"Washington (Fayetteville), AR - Benton, AR","2.5%",3.3,60.33,"Low"
"156",5089,2022-03-31,13,"Marion County","AR",90.5,7062,42.3,5978,35.8,2600,43.5,16694,2022-03-24,"Marion County, AR","Arkansas",16694,407,"Baxter, AR - Marion, AR","0.6%",1.7,23.96,"Low"
"157",5091,2022-03-31,13,"Miller County","AR",90.5,17907,41.4,13515,31.2,3558,26.3,43257,2022-03-24,"Miller County, AR","Arkansas",43257,404,"Bowie (Texarkana), TX - Miller, AR","0.6%",0.8,46.24,"Low"
"158",5093,2022-03-31,13,"Mississippi County","AR",90.5,19652,48.3,16614,40.9,5914,35.6,40651,2022-03-24,"Mississippi County, AR","Arkansas",40651,614,"Mississippi, AR - Pemiscot, MO","0.0%",0,118.08,"Low"
"159",5095,2022-03-31,13,"Monroe County","AR",90.5,4581,68.4,3715,55.4,1364,36.7,6701,2022-03-24,"Monroe County, AR","Arkansas",6701,527,"Arkansas, AR - Monroe, AR","3.4%",8.3,29.85,"Low"
"160",5097,2022-03-31,13,"Montgomery County","AR",90.5,3827,42.6,3248,36.1,1355,41.7,8986,2022-03-24,"Montgomery County, AR","Arkansas",8986,448,"Garland, AR - Hot Spring, AR","2.5%",1.1,11.13,"Low"
"161",5099,2022-03-31,13,"Nevada County","AR",90.5,4659,56.5,3599,43.6,918,25.5,8252,2022-03-24,"Nevada County, AR","Arkansas",8252,404,"Bowie (Texarkana), TX - Miller, AR","0.6%",0.8,72.71,"Low"
"162",5101,2022-03-31,13,"Newton County","AR",90.5,3142,40.5,2613,33.7,1096,41.9,7753,2022-03-24,"Newton County, AR","Arkansas",7753,494,"Boone, AR - Carroll, AR","0.1%",2.5,12.9,"Low"
"163",5103,2022-03-31,13,"Ouachita County","AR",90.5,14573,62.3,12650,54.1,4988,39.4,23382,2022-03-24,"Ouachita County, AR","Arkansas",23382,496,"Ouachita, AR - Dallas, AR","0.0%",0,17.11,"Low"
"164",5105,2022-03-31,13,"Perry County","AR",90.5,6261,59.9,5389,51.5,2281,42.3,10455,2022-03-24,"Perry County, AR","Arkansas",10455,432,"Pulaski (Little Rock), AR - Faulkner, AR","2.9%",6.5,47.82,"Low"
"165",5107,2022-03-31,13,"Phillips County","AR",90.5,10422,58.6,8796,49.5,3403,38.7,17782,2022-03-24,"Phillips County, AR","Arkansas",17782,537,"Phillips, AR","0.0%",0,56.24,"Low"
"166",5109,2022-03-31,13,"Pike County","AR",90.5,5541,51.7,4469,41.7,1631,36.5,10718,2022-03-24,"Pike County, AR","Arkansas",10718,448,"Garland, AR - Hot Spring, AR","2.5%",1.1,83.97,"Low"
"167",5111,2022-03-31,13,"Poinsett County","AR",90.5,12440,52.9,10488,44.6,3994,38.1,23528,2022-03-24,"Poinsett County, AR","Arkansas",23528,571,"Craighead, AR - Greene, AR","1.5%",2.3,63.75,"Low"
"168",5113,2022-03-31,13,"Polk County","AR",90.5,8701,43.6,7058,35.4,2336,33.1,19964,2022-03-24,"Polk County, AR","Arkansas",19964,534,"Polk, AR","0.4%",0,25.05,"Low"
"169",5115,2022-03-31,13,"Pope County","AR",90.5,36750,57.4,31641,49.4,12233,38.7,64072,2022-03-24,"Pope County, AR","Arkansas",64072,442,"Pope, AR - Yell, AR","1.6%",8.2,48.38,"Low"
"170",5117,2022-03-31,13,"Prairie County","AR",90.5,4186,51.9,3470,43,1320,38,8062,2022-03-24,"Prairie County, AR","Arkansas",8062,432,"Pulaski (Little Rock), AR - Faulkner, AR","2.9%",6.5,12.4,"Low"
"171",5119,2022-03-31,13,"Pulaski County","AR",90.5,267351,68.2,226781,57.9,100282,44.2,391911,2022-03-24,"Pulaski County, AR","Arkansas",391911,432,"Pulaski (Little Rock), AR - Faulkner, AR","2.9%",6.5,39.8,"Low"
"172",5121,2022-03-31,13,"Randolph County","AR",90.5,8771,48.8,7260,40.4,2931,40.4,17958,2022-03-24,"Randolph County, AR","Arkansas",17958,571,"Craighead, AR - Greene, AR","1.5%",2.3,50.12,"Low"
"173",5123,2022-03-31,13,"St. Francis County","AR",90.5,14743,59,12508,50,4246,33.9,24994,2022-03-24,"St. Francis County, AR","Arkansas",24994,499,"Crittenden (West Memphis), AR - St. Francis, AR","0.0%",0,44.01,"Low"
"174",5125,2022-03-31,13,"Saline County","AR",90.5,71561,58.4,61528,50.3,24506,39.8,122437,2022-03-24,"Saline County, AR","Arkansas",122437,432,"Pulaski (Little Rock), AR - Faulkner, AR","2.9%",6.5,29.4,"Low"
"175",5127,2022-03-31,13,"Scott County","AR",90.5,5856,57,4912,47.8,1695,34.5,10281,2022-03-24,"Scott County, AR","Arkansas",10281,421,"Sebastian (Fort Smith), AR - Crawford, AR","3.0%",3.5,19.45,"Low"
"176",5129,2022-03-31,13,"Searcy County","AR",90.5,3549,45,3060,38.8,1296,42.4,7881,2022-03-24,"Searcy County, AR","Arkansas",7881,494,"Boone, AR - Carroll, AR","0.1%",2.5,38.07,"Low"
"177",5131,2022-03-31,13,"Sebastian County","AR",90.5,76354,59.7,62988,49.3,22572,35.8,127827,2022-03-24,"Sebastian County, AR","Arkansas",127827,421,"Sebastian (Fort Smith), AR - Crawford, AR","3.0%",3.5,41.46,"Low"
"178",5133,2022-03-31,13,"Sevier County","AR",90.5,9026,53.1,7718,45.4,2309,29.9,17007,2022-03-24,"Sevier County, AR","Arkansas",17007,404,"Bowie (Texarkana), TX - Miller, AR","0.6%",0.8,41.16,"Low"
"179",5135,2022-03-31,13,"Sharp County","AR",90.5,7986,45.8,6735,38.6,2914,43.3,17442,2022-03-24,"Sharp County, AR","Arkansas",17442,574,"Howell, MO - Independence, AR","2.3%",0.7,74.53,"Low"
"180",5137,2022-03-31,13,"Stone County","AR",90.5,5267,42.1,4522,36.2,2330,51.5,12506,2022-03-24,"Stone County, AR","Arkansas",12506,574,"Howell, MO - Independence, AR","2.3%",0.7,23.99,"Low"
"181",5139,2022-03-31,13,"Union County","AR",90.5,23666,61.2,18844,48.7,6697,35.5,38682,2022-03-24,"Union County, AR","Arkansas",38682,486,"Union, AR - Columbia, AR","0.0%",0,49.12,"Low"
"182",5141,2022-03-31,13,"Van Buren County","AR",90.5,7829,47.3,6870,41.5,3425,49.9,16545,2022-03-24,"Van Buren County, AR","Arkansas",16545,432,"Pulaski (Little Rock), AR - Faulkner, AR","2.9%",6.5,48.35,"Low"
"183",5143,2022-03-31,13,"Washington County","AR",90.5,159061,66.5,132248,55.3,51790,39.2,239187,2022-03-24,"Washington County, AR","Arkansas",239187,446,"Washington (Fayetteville), AR - Benton, AR","2.5%",3.3,51.84,"Low"
"184",5145,2022-03-31,13,"White County","AR",90.5,40636,51.6,34750,44.1,12461,35.9,78753,2022-03-24,"White County, AR","Arkansas",78753,457,"White, AR - Cleburne, AR","3.4%",3.9,50.79,"Low"
"185",5147,2022-03-31,13,"Woodruff County","AR",90.5,4073,64.4,3560,56.3,998,28,6320,2022-03-24,"Woodruff County, AR","Arkansas",6320,457,"White, AR - Cleburne, AR","3.4%",3.9,0,"Low"
"186",5149,2022-03-31,13,"Yell County","AR",90.5,11820,55.4,10364,48.6,3730,36,21341,2022-03-24,"Yell County, AR","Arkansas",21341,442,"Pope, AR - Yell, AR","1.6%",8.2,89.03,"Low"
"187",6001,2022-03-31,13,"Alameda County","CA",97.5,1508616,90.3,1365623,81.7,824169,60.4,1671329,2022-03-24,"Alameda County, CA","California",1671329,766,"Alameda (Oakland), CA - Contra Costa, CA","2.5%",3.8,49.12,"Low"
"188",6003,2022-03-31,13,"Alpine County","CA",NA,NA,NA,NA,NA,NA,NA,1129,2022-03-24,"Alpine County, CA","California",1129,701,"Washoe (Reno), NV - Carson City, NV","1.5%",2.2,0,"Low"
"189",6005,2022-03-31,13,"Amador County","CA",97.5,26637,67,21029,52.9,9546,45.4,39752,2022-03-24,"Amador County, CA","California",39752,750,"San Joaquin (Stockton), CA - Calaveras, CA","3.4%",5.5,15.09,"Low"
"190",6007,2022-03-31,13,"Butte County","CA",97.5,128778,58.8,117081,53.4,60763,51.9,219186,2022-03-24,"Butte County, CA","California",219186,697,"Butte (Chico), CA - Tehama, CA","3.8%",7.7,41.06,"Low"
"191",6009,2022-03-31,13,"Calaveras County","CA",97.5,31995,69.7,24682,53.8,10655,43.2,45905,2022-03-24,"Calaveras County, CA","California",45905,750,"San Joaquin (Stockton), CA - Calaveras, CA","3.4%",5.5,17.43,"Low"
"192",6011,2022-03-31,13,"Colusa County","CA",97.5,14580,67.7,13029,60.5,4606,35.4,21547,2022-03-24,"Colusa County, CA","California",21547,690,"Sutter (Yuba City), CA - Yuba, CA","3.5%",5.6,13.92,"Low"
"193",6013,2022-03-31,13,"Contra Costa County","CA",97.5,1001500,86.8,938257,81.3,558821,59.6,1153526,2022-03-24,"Contra Costa County, CA","California",1153526,766,"Alameda (Oakland), CA - Contra Costa, CA","2.5%",3.8,76.63,"Low"
"194",6015,2022-03-31,13,"Del Norte County","CA",97.5,13714,49.3,11955,43,5997,50.2,27812,2022-03-24,"Del Norte County, CA","California",27812,738,"Coos, OR - Del Norte, CA","5.0%",10.4,53.93,"Medium"
"195",6017,2022-03-31,13,"El Dorado County","CA",97.5,132629,68.8,120250,62.4,63721,53,192843,2022-03-24,"El Dorado County, CA","California",192843,709,"Sacramento (Sacramento), CA - Placer, CA","4.7%",5.5,43.04,"Low"
"196",6019,2022-03-31,13,"Fresno County","CA",97.5,679176,68,607414,60.8,268565,44.2,999101,2022-03-24,"Fresno County, CA","California",999101,718,"Fresno (Fresno), CA - Kings, CA","6.6%",4.9,95.19,"Low"
"197",6021,2022-03-31,13,"Glenn County","CA",97.5,17641,62.1,15645,55.1,6691,42.8,28393,2022-03-24,"Glenn County, CA","California",28393,697,"Butte (Chico), CA - Tehama, CA","3.8%",7.7,21.13,"Low"
"198",6023,2022-03-31,13,"Humboldt County","CA",97.5,98128,72.4,88914,65.6,48579,54.6,135558,2022-03-24,"Humboldt County, CA","California",135558,800,"Humboldt, CA","1.5%",3.7,25.82,"Low"
"199",6025,2022-03-31,13,"Imperial County","CA",97.5,230652,95,165388,91.3,63003,38.1,181215,2022-03-24,"Imperial County, CA","California",181215,774,"San Diego (San Diego), CA - Imperial, CA","3.4%",2.8,147.34,"Low"
"200",6027,2022-03-31,13,"Inyo County","CA",NA,NA,NA,NA,NA,NA,NA,18039,2022-03-24,"Inyo County, CA","California",18039,816,"Inyo, CA - Mono, CA","1.9%",3.1,0,"Low"
"201",6029,2022-03-31,13,"Kern County","CA",97.5,540532,60,480314,53.4,193682,40.3,900202,2022-03-24,"Kern County, CA","California",900202,807,"Kern, CA","4.7%",6,61.65,"Low"
"202",6031,2022-03-31,13,"Kings County","CA",97.5,87767,57.4,76572,50.1,26845,35.1,152940,2022-03-24,"Kings County, CA","California",152940,718,"Fresno (Fresno), CA - Kings, CA","6.6%",4.9,39.88,"Low"
"203",6033,2022-03-31,13,"Lake County","CA",97.5,42316,65.7,37953,58.9,17338,45.7,64386,2022-03-24,"Lake County, CA","California",64386,746,"Solano (Vallejo), CA - Napa, CA","4.7%",5.4,40.38,"Low"
"204",6035,2022-03-31,13,"Lassen County","CA",97.5,12854,42,11459,37.5,4181,36.5,30573,2022-03-24,"Lassen County, CA","California",30573,780,"Lassen, CA - Plumas, CA","0.7%",2,52.33,"Low"
"205",6037,2022-03-31,13,"Los Angeles County","CA",97.5,8086009,80.5,7200305,71.7,3662381,50.9,10039107,2022-03-24,"Los Angeles County, CA","California",10039107,723,"Los Angeles (Los Angeles), CA - Orange, CA","2.5%",3.3,121.15,"Low"
"206",6039,2022-03-31,13,"Madera County","CA",97.5,96380,61.3,84408,53.7,36184,42.9,157327,2022-03-24,"Madera County, CA","California",157327,718,"Fresno (Fresno), CA - Kings, CA","6.6%",4.9,32.42,"Low"
"207",6041,2022-03-31,13,"Marin County","CA",97.5,249090,95,228380,88.2,147733,64.7,258826,2022-03-24,"Marin County, CA","California",258826,764,"Sonoma (Santa Rosa), CA - Marin, CA","2.2%",3.3,59.11,"Low"
"208",6043,2022-03-31,13,"Mariposa County","CA",NA,NA,NA,NA,NA,NA,NA,17203,2022-03-24,"Mariposa County, CA","California",17203,737,"Stanislaus (Modesto), CA - Merced, CA","5.7%",6.3,29.06,"Low"
"209",6045,2022-03-31,13,"Mendocino County","CA",97.5,65601,75.6,58356,67.3,27694,47.5,86749,2022-03-24,"Mendocino County, CA","California",86749,811,"Mendocino, CA","5.6%",8.1,43.8,"Low"
"210",6047,2022-03-31,13,"Merced County","CA",97.5,179965,64.8,138539,49.9,47804,34.5,277680,2022-03-24,"Merced County, CA","California",277680,737,"Stanislaus (Modesto), CA - Merced, CA","5.7%",6.3,61.94,"Low"
"211",6049,2022-03-31,13,"Modoc County","CA",NA,NA,NA,NA,NA,NA,NA,8841,2022-03-24,"Modoc County, CA","California",8841,710,"Shasta (Redding), CA - Trinity, CA","3.0%",8.9,33.93,"Low"
"212",6051,2022-03-31,13,"Mono County","CA",NA,NA,NA,NA,NA,NA,NA,14444,2022-03-24,"Mono County, CA","California",14444,816,"Inyo, CA - Mono, CA","1.9%",3.1,20.77,"Low"
"213",6053,2022-03-31,13,"Monterey County","CA",97.5,350526,80.8,312281,71.9,146530,46.9,434061,2022-03-24,"Monterey County, CA","California",434061,751,"Santa Clara (San Jose), CA - Monterey, CA","3.7%",4.3,105.98,"Low"
"214",6055,2022-03-31,13,"Napa County","CA",97.5,119725,86.9,106723,77.5,60579,56.8,137744,2022-03-24,"Napa County, CA","California",137744,746,"Solano (Vallejo), CA - Napa, CA","4.7%",5.4,36.3,"Low"
"215",6057,2022-03-31,13,"Nevada County","CA",97.5,71051,71.2,63239,63.4,34339,54.3,99755,2022-03-24,"Nevada County, CA","California",99755,753,"Nevada, CA - Sierra, CA","1.5%",1,10.02,"Low"
"216",6059,2022-03-31,13,"Orange County","CA",97.5,2508883,79,2266473,71.4,1220353,53.8,3175692,2022-03-24,"Orange County, CA","California",3175692,723,"Los Angeles (Los Angeles), CA - Orange, CA","2.5%",3.3,63.1,"Low"
"217",6061,2022-03-31,13,"Placer County","CA",97.5,288877,72.5,268015,67.3,147773,55.1,398329,2022-03-24,"Placer County, CA","California",398329,709,"Sacramento (Sacramento), CA - Placer, CA","4.7%",5.5,54.23,"Low"
"218",6063,2022-03-31,13,"Plumas County","CA",NA,NA,NA,NA,NA,NA,NA,18807,2022-03-24,"Plumas County, CA","California",18807,780,"Lassen, CA - Plumas, CA","0.7%",2,111.66,"Low"
"219",6065,2022-03-31,13,"Riverside County","CA",97.5,1621180,65.6,1447089,58.6,644856,44.6,2470546,2022-03-24,"Riverside County, CA","California",2470546,768,"San Bernardino, CA - Riverside (Riverside), CA","2.6%",2.1,50.56,"Low"
